username;name;gender;birth_date;account_creation;pay_method;account_status
GuiHenriques-Maia115;Guilherme Henriques-Maia;M;19/10/1994;30/06/2021;debit_card;active
NúSantos24;Núria Santos;F;19/10/1951;20/03/2021;credit_card;inactive
LunPinto62;Luna de Pinto;F;30/06/1965;20/02/2011;credit_card;active
TFernandes137;Tiago Fernandes;M;12/06/1950;12/07/2021;cash;active
FilipSantos28;Filipa Santos;F;21/12/1988;03/09/2021;credit_card;active
DiCarvalho6;Diego Carvalho;M;17/10/1982;31/05/2019;credit_card;active
XavCorreia19;Xavier Correia;M;21/12/1995;23/07/2019;credit_card;active
SBaptista-Antunes;Sara Baptista-Antunes;F;03/02/1988;29/06/2010;cash;active
MelissFonseca;Melissa da Fonseca;F;02/02/2004;07/10/2016;cash;active
EdgaMelo20;Edgar Melo;M;12/10/1977;06/10/2012;cash;active
GiDomingues124;Gil da Domingues;M;27/09/1978;18/04/2011;credit_card;active
APinheiro-Figueiredo;Alexandre Pinheiro-Figueiredo;M;26/06/1962;07/06/2020;debit_card;active
LetíFernandes147;Letícia Fernandes;F;08/09/1990;17/11/2014;credit_card;active
ViBarros122;Victória Barros;F;27/04/1982;15/09/2017;cash;active
LaFreitas;Lara Freitas;F;27/10/1988;24/03/2020;debit_card;active
SVicente21;Soraia Vicente;F;30/07/1962;01/11/2017;credit_card;inactive
EMarques13;Eduardo Marques;M;05/11/1955;27/11/2012;debit_card;active
Isabel-Cunha;Isabel-Irina Cunha;F;26/03/1973;05/11/2013;cash;active
VRocha-Gonçalves;Vera Rocha-Gonçalves;F;06/04/1983;05/01/2011;debit_card;active
ManuMacedo-Oliveira79;Manuel Macedo-Oliveira;M;29/08/1973;21/08/2011;cash;active
ArtMoura33;Artur Moura;M;27/09/1950;02/01/2019;credit_card;active
IsmaCorreia;Ismael Correia;M;02/07/1959;28/12/2017;cash;active
VítoLourenço;Vítor Lourenço;M;10/06/1974;19/05/2020;cash;active
NPinto116;Nair Pinto;F;06/03/1981;27/03/2012;credit_card;active
EvMota-Campos139;Eva Mota-Campos;F;29/01/1981;01/10/2016;cash;active
CMachado12;César Machado;M;13/10/1966;22/04/2019;credit_card;active
MélaniCarneiro;Mélanie de Carneiro;F;27/04/1986;27/09/2014;debit_card;active
RuSousa94;Rui do Sousa;M;30/05/1968;13/03/2016;credit_card;active
ÂngeOliveira129;Ângelo de Oliveira;M;07/02/1973;18/03/2018;cash;active
CristSimões;Cristiano Simões;M;03/10/1974;04/02/2019;credit_card;active
TatianJesus107;Tatiana Jesus;F;07/01/1961;26/07/2017;debit_card;active
AnitGomes-Barros;Anita Gomes-Barros;F;27/07/1996;25/03/2021;cash;active
ELoureiro33;Emanuel Loureiro;M;27/01/1986;30/12/2015;debit_card;active
LeonPinheiro-Lopes4;Leonor Pinheiro-Lopes;F;28/03/1958;14/06/2017;debit_card;active
CaetanMacedo-Cunha;Caetana Macedo-Cunha;F;01/01/1957;31/07/2019;cash;active
EricMendes102;Erica Mendes;F;16/01/1982;19/07/2015;credit_card;active
EduaRibeiro-Neto43;Eduardo Ribeiro-Neto;M;29/12/1967;09/07/2012;cash;active
IaBarros97;Iara Barros;F;22/04/1994;04/02/2010;debit_card;active
LisandAlmeida92;Lisandro Almeida;M;14/01/1961;01/01/2012;cash;active
FSimões71;Filipe Simões;M;19/12/1988;02/10/2017;cash;active
PReis94;Patrícia Reis;F;11/06/1994;23/08/2020;credit_card;active
JFernandes49;Joel Fernandes;M;14/09/1974;09/01/2013;credit_card;active
MarFonseca129;Mara Fonseca;F;03/02/2002;29/06/2014;cash;active
JCarvalho14;Júlia Carvalho;F;15/04/1991;04/04/2021;credit_card;active
IarBatista;Iara Batista;F;28/10/1961;22/04/2013;credit_card;active
ALoureiro104;Anita Loureiro;F;30/12/2000;02/10/2021;credit_card;inactive
JorMota83;Jorge Mota;M;26/10/1972;19/09/2016;credit_card;active
JoaqGuerreiro;Joaquim do Guerreiro;M;09/07/1989;24/07/2014;debit_card;active
EduaCampos126;Eduardo Campos;M;03/04/1994;25/04/2020;cash;active
CamilMonteiro;Camila Monteiro;F;05/04/1953;12/10/2013;debit_card;active
IsmAzevedo108;Ismael Azevedo;M;17/03/1951;28/12/2012;debit_card;active
JVieira31;Joel Vieira;M;26/06/1982;20/01/2017;debit_card;inactive
ErikFigueiredo;Erika Figueiredo;F;11/11/1963;29/01/2015;cash;active
IMachado123;Irina Machado;F;08/10/1969;16/01/2016;debit_card;active
BriaCunha65;Brian Cunha;M;03/04/1959;21/05/2015;credit_card;active
ClarBatista26;Clara do Batista;F;20/11/1970;29/05/2020;credit_card;active
GabriMachado;Gabriela Machado;F;29/04/1959;11/06/2017;cash;active
YFigueiredo29;Yasmin Figueiredo;F;22/11/1966;29/01/2020;cash;active
AlexMoura141;Alexandra-Maria Moura;F;05/06/1960;22/09/2018;debit_card;active
MicaFerreira;Micael Ferreira;M;05/02/1983;04/06/2016;cash;active
CaMartins39;Carlos Martins;M;28/05/1999;25/05/2013;cash;active
CarMoura113;Carolina Moura;F;02/12/1958;22/06/2020;debit_card;active
VCruz33;Valentim Cruz;M;22/01/1951;19/09/2016;cash;active
LuMartins137;Lucas Martins;M;03/08/1955;07/10/2011;credit_card;active
TomFaria-Gonçalves;Tomás Faria-Gonçalves;M;10/04/1963;10/06/2020;credit_card;active
SanMatos104;Santiago Matos;M;09/10/1988;01/06/2017;cash;active
FrederiFigueiredo;Frederico Figueiredo;M;07/09/1965;20/06/2018;debit_card;active
AmLourenço101;Amélia da Lourenço;F;19/07/1977;24/08/2012;debit_card;active
RiBarros;Rita Barros;F;19/05/1998;29/03/2014;cash;active
LuaMacedo32;Luana Macedo;F;29/05/1954;02/11/2014;cash;active
KeviPacheco34;Kevin Pacheco;M;25/07/1990;14/05/2010;credit_card;active
HCampos21;Hugo Campos;M;16/06/1991;19/10/2019;credit_card;active
JúliAlmeida67;Júlia-Carolina Almeida;F;05/09/1993;01/12/2021;debit_card;active
BianPereira96;Bianca de Pereira;F;03/09/1989;27/05/2014;debit_card;active
AndrBrito18;Andreia Brito;F;20/11/1953;16/09/2014;cash;active
LuMendes143;Luís Mendes;M;02/10/1993;22/04/2011;cash;active
AndRodrigues53;André Rodrigues;M;31/05/1978;20/09/2021;debit_card;active
EduarEsteves54;Eduardo Esteves;M;04/02/1979;15/07/2010;debit_card;active
LFonseca56;Leandro Fonseca;M;13/04/1999;17/01/2017;debit_card;active
EnCruz46;Enzo do Cruz;M;11/02/1981;28/02/2014;cash;active
FlBarbosa-Moura;Flor Barbosa-Moura;F;29/12/1990;03/01/2013;cash;active
NBarbosa103;Nicole Barbosa;F;15/01/1970;12/11/2016;cash;inactive
CláudiMacedo62;Cláudio Macedo;M;04/11/1963;03/10/2013;debit_card;active
LorenCunha;Lorena Cunha;F;25/08/1964;13/10/2013;credit_card;active
LiAzevedo126;Lia Azevedo;F;01/04/1975;15/02/2020;credit_card;active
PePaiva30;Pedro da Paiva;M;28/11/1991;09/10/2018;cash;active
LValente147;Lia Valente;F;20/02/1976;26/08/2018;debit_card;active
LunMacedo111;Luna Macedo;F;16/04/1979;24/06/2015;credit_card;active
LeAlmeida76;Leandro Almeida;M;24/06/1953;08/06/2019;debit_card;active
InêsCruz;Inês-Ariana Cruz;F;17/12/1966;13/10/2019;debit_card;inactive
EduaGomes;Eduarda Gomes;F;13/10/1986;23/08/2010;cash;active
FrPacheco139;Francisca Pacheco;F;03/03/1989;20/03/2016;cash;active
AdCoelho87;Adriana Coelho;F;20/05/1962;02/10/2019;cash;active
MiPinho61;Miguel Pinho;M;22/05/1954;04/06/2020;cash;active
VaMoura;Valentim Moura;M;20/05/1975;08/12/2021;cash;active
RaqueRodrigues133;Raquel Rodrigues;F;08/03/1993;15/11/2014;credit_card;active
PeSoares;Petra Soares;F;03/06/1997;04/08/2021;debit_card;active
DBrito122;Diogo Brito;M;01/05/1990;14/09/2021;credit_card;active
MarianaCoelho2;Mariana-Raquel Coelho;F;18/01/1956;25/09/2015;cash;active
EdgRibeiro;Edgar Ribeiro;M;02/07/2004;24/11/2021;credit_card;active
TeresAmaral;Teresa Amaral;F;22/04/1991;30/01/2016;cash;active
MárMagalhães78;Mário Magalhães;M;10/11/1953;12/03/2015;debit_card;active
EduardRibeiro;Eduarda Ribeiro;F;25/04/2003;13/11/2015;credit_card;active
MelMendes69;Melissa Mendes;F;29/01/1978;04/01/2010;credit_card;active
AlexanGaspar124;Alexandre Gaspar;M;23/07/1969;13/04/2012;cash;active
CaAlmeida149;Camila do Almeida;F;29/10/1984;21/02/2010;credit_card;active
SLima57;Sara de Lima;F;05/10/1970;02/10/2010;credit_card;active
AlíMarques;Alícia Marques;F;13/04/1992;11/04/2017;debit_card;active
JéNeves;Jéssica Neves;F;14/09/1963;05/08/2017;debit_card;active
ÂngelNunes61;Ângela Nunes;F;10/12/1994;19/11/2020;credit_card;active
MatiaPereira;Matias Pereira;M;03/08/1971;13/01/2020;credit_card;active
DaPires;Daniela-Eduarda Pires;F;21/02/1977;06/06/2014;cash;active
LourenBarros9;Lourenço Barros;M;20/05/1996;17/02/2018;credit_card;active
LiSimões136;Lisandro Simões;M;21/01/1990;01/05/2021;cash;active
JaBarbosa;Jaime Barbosa;M;05/03/1970;21/06/2010;debit_card;active
AdrianAzevedo74;Adriana Azevedo;F;12/04/1987;30/11/2017;cash;active
JoMarques145;Joel Marques;M;13/01/1992;25/11/2013;credit_card;active
IarEsteves12;Iara Esteves;F;18/01/1957;05/09/2015;debit_card;active
LiTeixeira;Lia Teixeira;F;28/10/1994;03/04/2018;debit_card;active
JNunes-Matias;Júlia Nunes-Matias;F;02/08/1950;25/02/2021;debit_card;active
Laura-RaquMaia;Laura-Raquel Maia;F;20/10/2002;22/04/2010;cash;active
SebastiLopes49;Sebastião Lopes;M;21/04/1978;23/12/2016;cash;active
GoMota;Gonçalo Mota;M;19/08/1999;26/10/2010;credit_card;active
GaspaFreitas;Gaspar Freitas;M;16/08/1962;07/11/2018;credit_card;active
EmMoura28;Emma Moura;F;11/09/1999;05/08/2012;credit_card;active
KéviCruz;Kévim Cruz;M;27/05/1972;30/12/2019;credit_card;active
HBatista135;Hugo Batista;M;01/09/1981;04/08/2013;cash;active
PedMoreira;Pedro Moreira;M;18/04/1975;15/04/2010;debit_card;active
JoanMendes;Joana Mendes;F;01/02/1978;13/11/2014;credit_card;active
EMatos25;Emília Matos;F;07/06/1954;03/04/2015;debit_card;active
RenMonteiro8;Renata Monteiro;F;14/06/1999;11/09/2017;debit_card;active
Isabela-CVaz;Isabela-Clara Vaz;F;26/07/1978;11/05/2019;credit_card;active
MigPaiva;Miguel Paiva;M;24/01/1967;20/12/2010;debit_card;active
PilaGaspar31;Pilar Gaspar;F;23/11/1981;08/09/2011;debit_card;active
JaiFerreira-Moura13;Jaime Ferreira-Moura;M;27/05/1952;04/08/2011;credit_card;active
PFernandes80;Pilar Fernandes;F;21/09/1950;10/06/2013;debit_card;active
MárLeal;Mário Leal;M;28/01/1951;26/02/2019;cash;active
EnzAmaral22;Enzo de Amaral;M;06/08/2001;01/03/2012;debit_card;active
PetRamos112;Petra Ramos;F;22/09/1973;16/10/2021;credit_card;inactive
PiSousa45;Pilar Sousa;F;27/11/1976;11/01/2015;cash;active
VPinho106;Vitória Pinho;F;18/04/1983;23/06/2012;cash;active
RoNunes;Rodrigo Nunes;M;08/09/1966;02/08/2017;cash;active
LucNogueira;Lucas Nogueira;M;19/06/1952;17/02/2021;cash;active
AlexaSoares121;Alexandre Soares;M;18/11/1984;02/12/2015;cash;inactive
AmGarcia;Amélia Garcia;F;01/03/1978;01/05/2011;credit_card;active
JorPaiva88;Jorge Paiva;M;19/01/1998;11/04/2014;cash;active
CaeFaria;Caetana Faria;F;19/08/1955;03/09/2012;credit_card;active
MatildSá129;Matilde Sá;F;06/01/1965;12/02/2011;credit_card;active
PatrícAssunção;Patrícia Assunção;F;12/08/1968;15/03/2013;credit_card;active
NúRocha40;Núria Rocha;F;09/09/1982;06/12/2012;cash;active
CamMatias90;Camila Matias;F;04/09/2004;21/06/2018;debit_card;active
YasmSimões-Pacheco138;Yasmin Simões-Pacheco;F;08/09/1955;20/05/2011;cash;inactive
FilAzevedo22;Filipa Azevedo;F;21/09/1985;03/08/2012;credit_card;active
LisandRodrigues93;Lisandro Rodrigues;M;07/05/1986;23/03/2015;debit_card;active
DGonçalves115;David Gonçalves;M;16/07/1950;07/10/2021;debit_card;active
IgPires;Igor Pires;M;10/11/1955;24/12/2011;credit_card;active
JésLeite;Jéssica do Leite;F;15/01/1996;23/01/2015;cash;inactive
JosAssunção62;José Assunção;M;11/02/1990;02/10/2018;cash;active
MMendes133;Marcos Mendes;M;03/09/2003;10/10/2012;cash;active
VasReis3;Vasco Reis;M;17/08/1963;23/05/2013;debit_card;active
SoCardoso83;Sofia Cardoso;F;21/03/1984;03/02/2013;credit_card;active
DeniAlmeida57;Denis Almeida;M;14/10/1963;06/10/2021;cash;active
MicaeRodrigues;Micael Rodrigues;M;06/11/1985;14/02/2018;cash;active
BruEsteves149;Bruna Esteves;F;19/06/1984;21/10/2011;debit_card;active
RicMorais106;Ricardo Morais;M;06/01/1958;21/09/2010;credit_card;active
DaGaspar;Daniela Gaspar;F;16/10/1954;23/03/2015;cash;active
LouNunes;Lourenço Nunes;M;29/08/1979;30/01/2013;cash;active
VítFernandes118;Vítor Fernandes;M;17/12/1977;27/02/2012;debit_card;active
PatríOliveira;Patrícia Oliveira;F;14/06/1969;27/05/2014;credit_card;active
AdrianPires;Adriana Pires;F;05/08/1989;17/07/2011;cash;active
LeonarDomingues;Leonardo Domingues;M;24/06/1960;21/05/2010;cash;active
DébRocha77;Débora Rocha;F;25/04/1956;06/06/2019;credit_card;active
LuísPinheiro;Luísa da Pinheiro;F;29/10/1965;03/07/2020;debit_card;active
Nicole-LuaTavares;Nicole-Luana Tavares;F;22/01/1954;13/12/2011;credit_card;active
InFonseca72;Inês Fonseca;F;07/10/1994;24/02/2013;credit_card;active
CatarinMoreira133;Catarina Moreira;F;26/09/1971;18/01/2016;debit_card;inactive
MeliSilva;Melissa Silva;F;09/06/1976;23/08/2018;cash;active
IsMota-Nogueira13;Isaac Mota-Nogueira;M;30/10/1959;10/01/2019;credit_card;active
LeandNeves;Leandro Neves;M;25/04/1970;30/01/2013;credit_card;active
NiCosta51;Nicole Costa;F;05/03/1960;10/06/2021;debit_card;active
RNunes44;Ricardo Nunes;M;15/04/1993;26/11/2021;cash;active
SofHenriques123;Sofia Henriques;F;30/10/1994;30/06/2014;debit_card;active
LuíAlmeida;Luísa Almeida;F;17/01/1953;29/04/2016;cash;active
LPereira41;Luca Pereira;M;22/03/1961;06/04/2013;debit_card;active
JoAzevedo75;João Azevedo;M;05/03/2000;16/09/2016;credit_card;active
MVaz2;Marco de Vaz;M;20/08/1987;18/09/2020;debit_card;active
IsPacheco;Isabela do Pacheco;F;30/08/1976;28/10/2018;debit_card;active
Kelly-VBarbosa89;Kelly-Vitória Barbosa;F;29/09/1981;04/11/2014;debit_card;active
CaMorais44;Caetana da Morais;F;14/02/1955;23/02/2010;credit_card;active
ÁlvaGuerreiro114;Álvaro Guerreiro;M;14/02/1973;06/07/2021;debit_card;active
PauLima-Barbosa100;Paulo Lima-Barbosa;M;07/11/1958;30/07/2014;credit_card;active
LunTavares53;Luna Tavares;F;21/05/1995;08/12/2010;debit_card;active
TereBorges;Teresa Borges;F;18/02/1993;06/08/2019;cash;active
IsRodrigues-Gonçalves77;Isabela Rodrigues-Gonçalves;F;07/06/1963;12/12/2010;debit_card;active
MaNogueira37;Marco Nogueira;M;17/04/1992;25/09/2013;debit_card;active
DiegAmaral69;Diego Amaral;M;26/06/1996;18/05/2011;credit_card;active
BeMatias32;Benjamim Matias;M;29/10/1961;08/02/2011;cash;active
AnitRamos135;Anita Ramos;F;05/01/1958;07/07/2018;debit_card;active
CLourenço41;Cláudio Lourenço;M;05/03/1950;01/06/2011;cash;inactive
LuVicente77;Luana Vicente;F;26/07/1953;28/02/2021;debit_card;active
LauMota115;Laura Mota;F;31/10/2004;23/06/2019;credit_card;inactive
GonçaJesus12;Gonçalo Jesus;M;27/10/1972;01/10/2016;debit_card;active
DSoares-Domingues;Dinis Soares-Domingues;M;21/03/1968;27/07/2021;cash;active
CamSantos148;Camila Santos;F;20/02/1954;28/08/2016;cash;active
AVaz46;Andreia Vaz;F;08/04/1997;07/11/2014;credit_card;active
LeoMonteiro;Leonardo Monteiro;M;10/01/2001;27/06/2012;credit_card;active
WilliAzevedo19;William Azevedo;M;02/06/1997;20/09/2015;credit_card;active
AlexanPinto;Alexandre Pinto;M;13/04/1996;23/05/2018;cash;active
JúliTorres3;Júlia Torres;F;06/11/1953;03/04/2016;credit_card;active
JaiVaz;Jaime Vaz;M;15/09/1963;04/09/2013;credit_card;active
BeaNascimento;Beatriz Nascimento;F;05/03/1977;19/11/2016;cash;active
AlícBarros14;Alícia Barros;F;02/02/1993;19/09/2014;debit_card;active
DiaVaz82;Diana do Vaz;F;12/02/1951;04/01/2019;cash;active
FredeSousa27;Frederico de Sousa;M;11/04/2002;13/09/2020;credit_card;active
RuNogueira140;Rui Nogueira;M;22/09/1953;29/05/2015;cash;active
NunPaiva83;Nuno Paiva;M;02/01/2000;20/01/2017;cash;active
ESá-Faria111;Emma Sá-Faria;F;15/09/1988;05/11/2016;debit_card;active
RaquMelo118;Raquel Melo;F;23/09/1959;28/07/2019;debit_card;active
FNeto;Filipa Neto;F;07/01/1982;06/09/2019;cash;active
NDomingues76;Noa Domingues;M;10/10/1968;23/03/2018;debit_card;active
RaCarvalho;Rafaela Carvalho;F;14/11/1963;29/08/2015;debit_card;active
NDomingues79;Nádia-Yasmin Domingues;F;24/08/2002;10/12/2013;debit_card;active
DAlmeida133;Débora do Almeida;F;08/05/1981;08/10/2019;credit_card;active
FranciscGonçalves114;Francisco Gonçalves;M;05/10/1972;09/02/2018;cash;active
CaetFerreira56;Caetana Ferreira;F;14/10/1994;09/03/2016;credit_card;active
ÁFerreira-Pereira;Álvaro Ferreira-Pereira;M;16/06/1959;29/10/2021;debit_card;active
DenMiranda26;Denis Miranda;M;30/09/1952;02/10/2019;debit_card;active
IgCosta3;Igor Costa;M;21/03/1972;18/03/2019;debit_card;inactive
AfonBarbosa-Sá;Afonso Barbosa-Sá;M;02/07/1983;17/02/2013;cash;active
ManuGonçalves67;Manuel Gonçalves;M;29/01/1965;27/03/2020;cash;active
EriMagalhães105;Erika Magalhães;F;02/01/1957;27/12/2012;debit_card;active
FiliMachado;Filipe Machado;M;29/11/1987;31/08/2016;debit_card;active
ReMaia138;Renato Maia;M;13/10/1992;02/08/2013;debit_card;active
SalvadoSousa;Salvador Sousa;M;15/12/1959;28/09/2017;debit_card;active
ReRibeiro;Renato Ribeiro;M;14/02/1983;04/11/2016;debit_card;active
EPereira113;Emma Pereira;F;04/08/1974;21/12/2012;credit_card;active
GustVieira;Gustavo Vieira;M;25/09/1999;29/03/2020;debit_card;active
EBarbosa14;Ema Barbosa;F;08/10/1962;01/01/2020;credit_card;active
ÉrFaria17;Érica Faria;F;27/03/1975;18/06/2013;debit_card;active
IvAntunes87;Ivo Antunes;M;27/10/1955;05/01/2014;debit_card;active
EnzMelo15;Enzo Melo;M;02/01/1974;03/05/2015;cash;active
EmmPaiva4;Emma Paiva;F;17/10/1954;12/03/2011;cash;active
ReGaspar7;Renata Gaspar;F;30/05/1975;10/08/2015;debit_card;active
AlíBranco68;Alícia de Branco;F;31/08/1996;18/11/2013;cash;active
WiAbreu84;Wilson Abreu;M;31/07/1972;04/01/2020;debit_card;active
ErAnjos97;Erika Anjos;F;01/01/1979;03/01/2020;cash;active
AndrCampos93;Andreia Campos;F;01/11/1981;19/07/2011;credit_card;active
SMatias12;Sandro Matias;M;15/09/1951;04/12/2017;debit_card;active
LuMachado11;Lucas Machado;M;29/04/1967;05/02/2014;cash;active
PedDomingues34;Pedro Domingues;M;22/08/1965;22/03/2018;cash;active
BAlmeida12;Beatriz Almeida;F;14/01/1953;15/10/2014;credit_card;active
JGuerreiro99;João Guerreiro;M;07/02/1973;04/11/2021;credit_card;active
RodMelo8;Rodrigo Melo;M;21/11/1979;05/12/2011;credit_card;active
IrinVicente104;Irina Vicente;F;20/06/1994;31/07/2013;cash;active
NúriNeto;Núria da Neto;F;29/12/1990;03/11/2011;cash;active
EdgaMendes86;Edgar Mendes;M;02/03/1956;29/01/2014;debit_card;active
IarMagalhães;Iara Magalhães;F;26/02/1995;10/02/2013;cash;active
NuAntunes;Nuno Antunes;M;17/10/1954;09/08/2010;debit_card;inactive
EMiranda-Neves12;Ema Miranda-Neves;F;03/10/1970;28/11/2018;cash;active
ValentiCardoso122;Valentina da Cardoso;F;31/12/2002;20/09/2011;cash;active
INogueira24;Isaac Nogueira;M;28/08/1996;12/08/2013;debit_card;active
Soraia-BCorreia;Soraia-Bárbara Correia;F;24/04/1961;30/10/2016;cash;active
DaniSantos78;Daniela Santos;F;10/08/1989;15/01/2011;credit_card;active
JoPinto92;Joel Pinto;M;04/03/1951;30/04/2011;credit_card;inactive
ERodrigues75;Emília da Rodrigues;F;10/08/1955;08/07/2015;cash;active
FiRodrigues112;Filipe Rodrigues;M;28/12/1965;12/10/2012;credit_card;active
FrederNogueira;Frederico Nogueira;M;19/10/1962;22/12/2012;debit_card;active
MicaMendes;Micael Mendes;M;22/11/1969;20/05/2016;debit_card;active
LetíEsteves33;Letícia Esteves;F;08/11/1981;03/07/2013;credit_card;active
LuGonçalves83;Luísa Gonçalves;F;19/03/1970;13/01/2018;credit_card;active
NúrSimões;Núria Simões;F;23/01/1996;11/05/2020;cash;active
PatríciSoares;Patrícia Soares;F;04/08/1968;07/07/2013;cash;active
RafaeSá;Rafael Sá;M;10/02/1954;12/04/2013;debit_card;active
LuMiranda21;Luísa do Miranda;F;10/05/2004;30/01/2011;credit_card;inactive
TereBorges26;Teresa da Borges;F;22/05/1966;24/07/2011;credit_card;active
VitóriTeixeira;Vitória Teixeira;F;16/04/1987;24/09/2016;credit_card;active
LorenCorreia;Lorena Correia;F;04/08/1981;19/05/2017;debit_card;active
EValente39;Ema Valente;F;07/04/1963;23/03/2012;debit_card;active
EmanueMonteiro-Batista68;Emanuel Monteiro-Batista;M;20/08/1981;30/07/2020;debit_card;active
AlicLourenço-Simões101;Alice Lourenço-Simões;F;16/06/1980;06/02/2010;cash;active
ÁlvaBaptista;Álvaro Baptista;M;11/12/1969;19/07/2010;cash;active
LuíMota72;Luís Mota;M;21/03/1973;01/07/2020;cash;active
RaPinheiro140;Rafaela Pinheiro;F;01/07/1986;22/11/2018;credit_card;active
MaFonseca109;Mafalda da Fonseca;F;13/05/1999;02/10/2011;credit_card;active
LLoureiro82;Luís Loureiro;M;04/11/1987;17/04/2013;debit_card;active
EmíSilva40;Emília Silva;F;11/07/1993;24/10/2014;debit_card;inactive
EduarPacheco45;Eduardo Pacheco;M;24/04/2002;20/08/2013;cash;active
InHenriques-Reis2;Inês Henriques-Reis;F;31/08/1969;30/11/2021;debit_card;active
CrisFonseca49;Cristiano Fonseca;M;30/04/1991;28/06/2012;debit_card;active
MicaeMendes138;Micael de Mendes;M;22/12/1962;27/09/2010;debit_card;active
KeTorres;Kevin Torres;M;30/09/1974;07/07/2012;cash;active
MarcBorges82;Marcos Borges;M;21/04/1984;19/09/2020;debit_card;active
InMorais130;Inês da Morais;F;11/06/1981;05/09/2012;debit_card;active
NicJesus-Pereira150;Nicole Jesus-Pereira;F;25/03/1976;13/02/2014;cash;active
FrancisAmaral33;Francisco Amaral;M;10/05/1958;18/03/2021;cash;active
IReis107;Igor de Reis;M;09/06/1950;17/06/2020;cash;active
GabrBorges;Gabriel Borges;M;06/04/1958;23/07/2013;credit_card;active
RaSoares-Leite;Rafaela Soares-Leite;F;02/10/1983;26/09/2012;cash;active
FábiSimões57;Fábio Simões;M;26/06/1962;26/02/2021;debit_card;active
MarCorreia96;Maria Correia;F;04/02/1954;02/05/2016;debit_card;active
HugBarbosa76;Hugo de Barbosa;M;20/04/1977;04/09/2016;debit_card;active
GMatos56;Gustavo do Matos;M;29/01/1987;21/10/2020;debit_card;active
CarlotLima;Carlota Lima;F;03/07/1983;16/09/2020;credit_card;active
MélaFaria146;Mélanie-Fabiana Faria;F;20/11/1951;23/12/2020;cash;active
